Продукт,Калорийность,Углеводы,Белки,Жиры
Сироп Мятный [Ашан],281 кКал,70 г,0 г,0 г
Скумбрия [Ашан],191 кКал,0 г,18 г,"13,2 г"
Скумбрия Горячего Копчения [Ашан],277 кКал,0 г,22 г,21 г
Скумбрия Х/К [Ашан],145 кКал,0 г,"17,9 г","8,2 г"
Слива Желтая [Ашан],43 кКал,"9,9 г","0,8 г",0 г
Слива Красная [Ашан],42 кКал,"9,6 г","0,8 г","0,3 г"
Сливки 10% [Ашан],118 кКал,"4,5 г","2,6 г",10 г
Сливки 20% [Ашан],206 кКал,4 г,"2,5 г",20 г
Сливки 38% [Ашан],362 кКал,3 г,2 г,38 г
Сливки для Взбивания 33% [Ашан],319 кКал,"3,5 г","1,9 г",33 г
Сливочная Карамель [Ашан],422 кКал,84 г,"1,6 г","8,8 г"
Сливочный Сыр 0% [Ашан],46 кКал,"3,4 г",8 г,0 г
Сливочный Сыр Плавленый [Ашан],239 кКал,"6,8 г",11 г,"18,5 г"
Слойка Банан Шоколад [Ашан],316 кКал,"53,2 г",6 г,"13,1 г"
Слойка Ветчина Сыр [Ашан],302 кКал,"26,4 г","9,4 г","17,6 г"
Слойка Дрожжевая с Вишней [Ашан],294 кКал,"36,7 г","4,3 г","14,5 г"
Слойка Дрожжевая с Капустой [Ашан],283 кКал,"26,1 г",5 г,"17,6 г"
Слойка Дрожжевая с Картофелем и Грибами [Ашан],303 кКал,"29,7 г","5,3 г","18,1 г"
Слойка Дрожжевая с Клюквой [Ашан],286 кКал,"34,6 г","4,3 г","14,5 г"
Слойка Дрожжевая с Творожной Начинкой [Ашан],366 кКал,"35,7 г","9,6 г","20,6 г"
Слойка Каприз с Шоколадом [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Слойка Курица/Сыр [Ашан],335 кКал,"22,1 г","9,8 г",23 г
Слойка с Абрикосом [Ашан],341 кКал,42 г,4 г,"17,4 г"
Слойка с Вишней [Ашан],249 кКал,"44,4 г","5,8 г","5,4 г"
Слойка с Грушей [Ашан],280 кКал,22 г,4 г,"9,5 г"
Слойка с Капустой [Ашан],177 кКал,31 г,5 г,5 г
Слойка с Картофелем и Грибами [Ашан],280 кКал,33 г,"5,5 г",14 г
Слойка с Клубникой [Ашан],288 кКал,35 г,"4,3 г","14,5 г"
Слойка с Клюквой [Ашан],283 кКал,42 г,4 г,12 г
Слойка с Курицей [Ашан],327 кКал,26 г,10 г,20 г
Слойка с Курицей и Грибами [Ашан],331 кКал,"26,1 г","9,7 г","20,9 г"
Слойка с Курицей и Сыром [Ашан],335 кКал,"22,1 г","9,8 г",23 г
Слойка с Лимоном [Ашан],304 кКал,"39,2 г","4,3 г","14,5 г"
Слойка с Маком [Ашан],355 кКал,"36,5 г","6,2 г","20,5 г"
Слойка с Малиной [Ашан],283 кКал,42 г,4 г,12 г
Слойка с Мясом [Ашан],300 кКал,33 г,16 г,12 г
Слойка с Персиком [Ашан],300 кКал,"38,1 г","4,3 г","14,5 г"
Слойка с Печенью [Ашан],250 кКал,28 г,9 г,12 г
Слойка с Рисом и Грибами [Ашан],280 кКал,33 г,"5,5 г",14 г
Слойка с Сахаром [Ашан],493 кКал,"54,4 г","7,7 г","28,1 г"
Слойка с Сосиской [Ашан],346 кКал,"33,5 г",8 г,20 г
Слойка с Сыром [Ашан],300 кКал,29 г,9 г,17 г
Слойка с Сыром и Ветчиной [Ашан],302 кКал,"26,4 г","9,4 г","17,6 г"
Слойка с Творогом [Ашан],312 кКал,31 г,"8,1 г","17,3 г"
Слойка с Черникой [Ашан],289 кКал,"35,3 г","4,3 г","14,5 г"
Слойка с Яблоками [Ашан],290 кКал,"35,3 г","4,3 г","14,6 г"
Слойка с Яблоком [Ашан],290 кКал,"35,3 г","4,3 г","14,6 г"
Слойка с Яйцом и Луком [Ашан],310 кКал,31 г,7 г,18 г
Слойка Свердловская [Ашан],392 кКал,"44,5 г","6,5 г","25,1 г"
Смесь 3-Х Перцев Вес [Ашан],32 кКал,"4,6 г","1,5 г","0,6 г"
Смесь 4 Риса [Ашан],360 кКал,78 г,8 г,2 г
Смесь 4 Риса Вареная [Ашан],110 кКал,"23,4 г","3,8 г","0,2 г"
Смесь Бобовая Суп-Пюре [Ашан],320 кКал,52 г,23 г,2 г
Смесь Карри Молотая [Ашан],393 кКал,"48,3 г","12,9 г","13,8 г"
Смесь Орехов и Сухофруктов [Ашан],470 кКал,46 г,13 г,26 г
Смесь Ореховая Соленая [Ашан],305 кКал,"36,7 г","17,5 г","33,4 г"
Смесь Приправ для Салатов [Ашан],290 кКал,43 г,15 г,7 г
Смесь Рисовая из Бурого и Красного [Ашан],350 кКал,75 г,7 г,2 г
Смесь Салатная с Клюквой [Ашан],530 кКал,25 г,19 г,39 г
Смесь Салатная с Кунжутом [Ашан],560 кКал,12 г,22 г,47 г
Смесь Сладкая [Ашан],640 кКал,17 г,25 г,52 г
Сметана 10% [Ашан],115 кКал,"3,4 г","2,8 г",10 г
Сметана 15% [Ашан],160 кКал,"3,6 г","2,6 г",15 г
Сметана 20% [Ашан],200 кКал,"3,4 г","2,5 г",20 г
Сметанник [Ашан],146 кКал,18 г,"5,3 г","5,9 г"
Смузи [Ашан],58 кКал,"13,6 г","0,5 г","0,2 г"
Смузи Берлин [Ашан],29 кКал,"6,4 г","0,6 г","0,1 г"
Смузи Гаспачо [Ашан],41 кКал,"4,6 г","0,7 г","2,2 г"
Смузи Киви Ананас [Ашан],45 кКал,"10,3 г","0,4 г","0,2 г"
Смузи Малина Ежевика [Ашан],53 кКал,"12,1 г","0,6 г","0,2 г"
Смузи-Антиоксидант [Ашан],41 кКал,"9,1 г","0,7 г","0,3 г"
Совитал Фруктовый [Ашан],380 кКал,39 г,25 г,14 г
Соевое Молоко [Ашан],51 кКал,4 г,"3,7 г","2,1 г"
Соевый Напиток [Ашан],44 кКал,"4,5 г",4 г,"2,5 г"
Соевый Напиток с Кальцием [Ашан],51 кКал,4 г,"3,7 г","2,1 г"
Соевый Соус [Ашан],50 кКал,11 г,"2,5 г",0 г
Сок [Ашан],50 кКал,12 г,0 г,0 г
Сок Апельсиновый [Ашан],38 кКал,"8,1 г","0,9 г","0,2 г"
Сок Морковный [Ашан],34 кКал,7 г,"0,8 г","0,1 г"
Соломка из Трески [Ашан],73 кКал,0 г,16 г,1 г
Соломка Судака [Ашан],194 кКал,0 г,35 г,6 г
Солянка Грибная [Ашан],110 кКал,9 г,"1,5 г","7,5 г"
Солянка Сборная [Ашан],45 кКал,"3,9 г","2,7 г",2 г
Сом [Ашан],115 кКал,0 г,"17,2 г","5,1 г"
Сосиски Венские [Ашан],257 кКал,3 г,10 г,"22,8 г"
Сосиски Детские [Ашан],201 кКал,0 г,12 г,17 г
Сосиски Отварные [Ашан],296 кКал,0 г,11 г,28 г
Соте Баранина с Фасолью и Овощами [Ашан],98 кКал,3 г,7 г,"6,5 г"
Соус Wok Кисло-Сладкий [Ашан],130 кКал,33 г,"0,5 г",0 г
Соус Бешамель Сухой [Ашан],371 кКал,67 г,"6,8 г","8,1 г"
Соус Горчичный Майонезный [Ашан],470 кКал,4 г,0 г,"50,5 г"
Соус Деликатесный Майонезный [Ашан],228 кКал,"8,4 г",1 г,"20,8 г"
Соус Крюдите [Ашан],273 кКал,"4,3 г","0,7 г","28,1 г"
Соус Майонезный с Лесными Грибами [Ашан],224 кКал,"7,4 г","1,3 г","20,7 г"
Соус Рокфор [Ашан],151 кКал,"3,9 г","3,5 г","13,3 г"
Соус с Лесными Грибами Майонезный [Ашан],224 кКал,"7,4 г","1,3 г","20,7 г"
Соус Сырный Майонезный [Ашан],227 кКал,"7,1 г","1,3 г","21,2 г"
Соус Тартар [Ашан],546 кКал,"4,9 г","0,8 г","58,1 г"
Соус Терияки [Ашан],150 кКал,33 г,4 г,0 г
Соус Томатный с Базиликом [Ашан],51 кКал,"4,5 г","1,4 г","2,5 г"
Сочень с Творогом [Ашан],236 кКал,34 г,9 г,7 г
Спагетти [Ашан],340 кКал,71 г,11 г,"1,5 г"
Спагетти Био из Цельной Пшеницы [Ашан],344 кКал,65 г,12 г,"2,2 г"
Спаржа по-Корейски [Ашан],84 кКал,3 г,"1,9 г","7,1 г"
Спаржа с Морковью [Ашан],99 кКал,"7,1 г","0,8 г","7,5 г"
Спаржа с Морковью по-Корейски [Ашан],213 кКал,"9,6 г","10,9 г","14,5 г"
Спиральки Три Цвета [Ашан],340 кКал,71 г,"10,5 г",1 г
Средиземноморская Смесь со Сливочным Соусом [Ашан],77 кКал,"7,3 г","2,4 г","4,3 г"
Ставрида г/К Тушка [Ашан],141 кКал,0 г,24 г,5 г
Ставрида Х/К [Ашан],112 кКал,0 г,19 г,4 г
Стейк Аше из Мраморной Говядины [Ашан],180 кКал,0 г,18 г,12 г
Стейк Говяжий [Ашан],123 кКал,0 г,19 г,5 г
Стейк Говяжий Фермерский [Ашан],150 кКал,0 г,16 г,10 г
Стейк для Барбекю [Ашан],200 кКал,0 г,16 г,15 г
Стейк из Говядины [Ашан],123 кКал,0 г,19 г,5 г
Стейк из Лосося [Ашан],166 кКал,0 г,19 г,10 г
Стейк из Мяса Молодых Бычков [Ашан],150 кКал,0 г,16 г,10 г
Стейк из Сёмги [Ашан],228 кКал,"0,2 г","19,7 г","16,4 г"
Стейк из Телятины [Ашан],99 кКал,0 г,18 г,3 г
Стейк Лосося [Ашан],220 кКал,0 г,21 г,15 г
Стейк Раундрамб [Ашан],180 кКал,0 г,18 г,12 г
Стейк Риб из Мраморной Говядины [Ашан],174 кКал,0 г,20 г,"10,5 г"
Стейк Рибай [Ашан],174 кКал,0 г,20 г,"10,5 г"
Стейк Стриплойн из Мраморной Говядины [Ашан],180 кКал,0 г,18 г,12 г
Стейк Тендерлоин Мраморная Говядина [Ашан],178 кКал,0 г,22 г,10 г
Стейк Торнадо Ангус [Ашан],180 кКал,0 г,18 г,12 г
Стейк Форели [Ашан],102 кКал,0 г,20 г,9 г
Стейк Форели Охл. [Ашан],190 кКал,0 г,20 г,12 г
Стружка Минтая [Ашан],250 кКал,6 г,51 г,"2,5 г"
Стружка Путассу [Ашан],250 кКал,6 г,51 г,"2,5 г"
Студень Мясной [Ашан],61 кКал,"0,8 г","9,4 г","2,3 г"
Сулугуни Сыр Палочки [Ашан],279 кКал,0 г,"21,9 г","21,2 г"
Суп Гороховый с Копченостями [Ашан],102 кКал,"2,5 г",4 г,"8,5 г"
Суп Куриный с Вермишелью [Ашан],280 кКал,56 г,10 г,2 г
Суп Куриный С Лапшой [Ашан],79 кКал,5 г,"3,5 г",5 г
Суп Лапша с Фрикадельками [Ашан],66 кКал,"6,5 г","4,5 г","2,4 г"
Суп Мясной с Вермишелью [Ашан],290 кКал,58 г,11 г,2 г
Суп Сырный с Сухариками [Ашан],71 кКал,"4,2 г","2,3 г",5 г
Суп-Пюре Брокколи [Ашан],72 кКал,"11,7 г","1,9 г","1,9 г"
Суп-Пюре Брокколи [Ашан],47 кКал,"8,1 г","2,2 г","0,6 г"
Суп-Пюре из Брокколи [Ашан],72 кКал,"11,7 г","1,9 г","1,9 г"
Суп-Пюре из Овощей [Ашан],35 кКал,"4,4 г","0,9 г","1,3 г"
Суп-Пюре из Помидоров [Ашан],42 кКал,"8,1 г","0,6 г","0,7 г"
Суп-Пюре из Томатов [Ашан],35 кКал,"6,4 г","0,7 г","0,5 г"
Суп-Пюре из Шампиньонов [Ашан],70 кКал,"6,2 г","2,6 г","3,7 г"
Суп-Пюре Картофельный с Луком Пореем [Ашан],28 кКал,"4,3 г","0,8 г","0,6 г"
Суповой Набор Говяжий [Ашан],210 кКал,0 г,12 г,18 г
Суфле Йогуртовое Персик-Маракуйя [Ашан],160 кКал,23 г,"3,5 г","6,5 г"
Суфле Микс [Ашан],380 кКал,93 г,"2,5 г",0 г
Суфле Фрукты [Ашан],330 кКал,75 г,"6,3 г","0,2 г"
Сухари из Хлеба [Ашан],320 кКал,"65,9 г","9,8 г","1,1 г"
Сухари на Фруктозе [Ашан],376 кКал,"54,5 г","9,2 г","9,6 г"
Сухари Панировочные [Ашан],368 кКал,"76,5 г","12,2 г","1,5 г"
Сухари Сахарные [Ашан],314 кКал,"60,2 г","6,4 г","5,5 г"
Сухари-Гренки из Пончиков [Ашан],249 кКал,"23,6 г",11 г,"12,2 г"
Сухари-Гренки Пшеничные [Ашан],360 кКал,74 г,"11,5 г",2 г
Сухари-Гренки Ржаные [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Сухарики Ржаные [Ашан],381 кКал,"60,5 г","9,8 г","11,1 г"
Сухарики Сдобные [Ашан],360 кКал,74 г,"11,5 г",2 г
Сухарики Сдобные Весовые [Ашан],207 кКал,"19,7 г","9,2 г","10,2 г"
Сухарики Цельнозерновые без Сахара [Ашан],404 кКал,64 г,12 г,9 г
Сухарики-Гренки [Ашан],346 кКал,71 г,"11,5 г","1,8 г"
Сушка Маковая [Ашан],396 кКал,"71,4 г","10,8 г","6,4 г"
Сушка Цельнозерновая [Ашан],351 кКал,59 г,"13,3 г","6,9 г"
Сушки Глазированные [Ашан],370 кКал,69 г,9 г,"6,5 г"
"Сыр ""Коса"" [Ашан]",247 кКал,0 г,"19,5 г","18,8 г"
Сыр 9% [Ашан],209 кКал,0 г,32 г,9 г
Сыр Re'verans Green [Ашан],332 кКал,0 г,"26,3 г","25,2 г"
Сыр Адыгейский [Ашан],228 кКал,0 г,"16,5 г",18 г
Сыр Адыгейский Дыня [Ашан],297 кКал,27 г,"9,1 г","17,1 г"
Сыр Алтайский 50% [Ашан],380 кКал,0 г,"25,2 г",29 г
Сыр Альпийский Курага Изюм [Ашан],297 кКал,27 г,"9,1 г","17,7 г"
Сыр Амбер [Ашан],230 кКал,"1,5 г",32 г,10 г
Сыр Аусталер Паприка [Ашан],377 кКал,0 г,"23,7 г","30,5 г"
Сыр Базирон Песто [Ашан],377 кКал,0 г,"23,7 г","30,5 г"
Сыр Блю Чиз [Ашан],193 кКал,"0,2 г",18 г,30 г
Сыр Блюделис [Ашан],353 кКал,0 г,18 г,31 г
Сыр Бри 60% [Ашан],345 кКал,"0,5 г",17 г,31 г
Сыр Бри Крем Президент [Ашан],417 кКал,0 г,12 г,41 г
Сыр Бри Швейцарский [Ашан],310 кКал,"0,5 г",19 г,26 г
Сыр Буковинский 45% [Ашан],326 кКал,0 г,"24,8 г","25,2 г"
Сыр Васаби [Ашан],380 кКал,0 г,23 г,32 г
Сыр Витязь 50% [Ашан],371 кКал,0 г,"23,4 г",30 г
Сыр Гауда [Ашан],320 кКал,0 г,25 г,23 г
Сыр Гауда 20% [Ашан],209 кКал,0 г,32 г,9 г
Сыр Гауда Люкс [Ашан],338 кКал,0 г,26 г,26 г
Сыр Гауда с Грецким Орехом [Ашан],380 кКал,0 г,23 г,32 г
Сыр Голландский 30% [Ашан],234 кКал,0 г,"26,7 г","14,1 г"
Сыр Голландский 35% [Ашан],254 кКал,0 г,25 г,"17,1 г"
Сыр Голландский 45% [Ашан],334 кКал,0 г,"26,8 г","25,2 г"
Сыр Голландский Новый [Ашан],234 кКал,0 г,"26,7 г",14 г
Сыр Горгонзола [Ашан],367 кКал,0 г,19 г,32 г
Сыр Горгонзола 50% [Ашан],337 кКал,"0,6 г","20,4 г","27,9 г"
Сыр Горгонзола 60% [Ашан],397 кКал,0 г,20 г,36 г
Сыр Государев Экстра 45% [Ашан],328 кКал,0 г,"23,4 г","26,1 г"
Сыр Государевъ Экстра [Ашан],328 кКал,0 г,"23,4 г","26,1 г"
Сыр Грандблю [Ашан],353 кКал,0 г,18 г,31 г
Сыр Грандблю Интенс 56% [Ашан],348 кКал,0 г,20 г,25 г
Сыр Граф [Ашан],370 кКал,0 г,"29,6 г","27,9 г"
Сыр Гринталлер с Пажитником [Ашан],320 кКал,0 г,27 г,24 г
Сыр Грюнталер Пажитник [Ашан],352 кКал,0 г,27 г,27 г
Сыр Грюнталер с Черемшой [Ашан],352 кКал,0 г,27 г,27 г
Сыр Грюнталер Чили/Паприка [Ашан],352 кКал,0 г,27 г,27 г
Сыр Делиз Мамадыш [Ашан],332 кКал,0 г,"28,9 г",24 г
Сыр Диетический 20% [Ашан],209 кКал,0 г,32 г,9 г
Сыр Диетический 27% [Ашан],164 кКал,0 г,"12,2 г","12,7 г"
Сыр Диетический 30% [Ашан],256 кКал,0 г,"31,5 г","14,4 г"
Сыр Диетический 9% [Ашан],209 кКал,0 г,32 г,9 г
Сыр Домашний [Ашан],285 кКал,0 г,18 г,"19,5 г"
Сыр Дор Блю [Ашан],350 кКал,0 г,20 г,30 г
Сыр Жура [Ашан],402 кКал,"0,5 г",33 г,26 г
Сыр Звенигородский [Ашан],308 кКал,0 г,"24,4 г","23,4 г"
Сыр Звенигородский 50% [Ашан],378 кКал,0 г,23 г,30 г
Сыр Зеленый [Ашан],209 кКал,0 г,49 г,"1,4 г"
Сыр Иллерталер [Ашан],406 кКал,0 г,30 г,29 г
Сыр Кавалье [Ашан],401 кКал,0 г,26 г,33 г
Сыр Кама 45% [Ашан],290 кКал,0 г,"18,8 г","19,8 г"
Сыр Козий Шевретт 50% [Ашан],374 кКал,0 г,23 г,32 г
Сыр Колбасный Копченый [Ашан],283 кКал,"4,6 г",23 г,"19,2 г"
Сыр Король Артур 50% [Ашан],372 кКал,0 г,"24,4 г","30,2 г"
Сыр Костромской [Ашан],351 кКал,0 г,"25,2 г","26,3 г"
Сыр Крестьянский [Ашан],360 кКал,0 г,23 г,29 г
Сыр Кротен из Козьего Молока [Ашан],328 кКал,"1,9 г","17,6 г","24,8 г"
Сыр Лайт 15% [Ашан],260 кКал,0 г,"29,5 г",15 г
Сыр Легкий 17% [Ашан],190 кКал,0 г,26 г,9 г
Сыр Лёгкий 17% [Ашан],190 кКал,0 г,26 г,9 г
Сыр Лёгкий 25% [Ашан],254 кКал,0 г,33 г,"13,3 г"
Сыр Легкий 25% [Ашан],254 кКал,0 г,33 г,"13,3 г"
Сыр Лёгкий 30% [Ашан],218 кКал,0 г,24 г,"13,5 г"
Сыр Легкий 35% [Ашан],259 кКал,0 г,"26,5 г",17 г
Сыр Лёгкий Рад Вкуса [Ашан],259 кКал,0 г,"26,5 г",17 г
Сыр Ломбардо [Ашан],380 кКал,0 г,"29,6 г","29,3 г"
Сыр Львиное Сердце 45% [Ашан],308 кКал,0 г,"24,4 г","23,4 г"
Сыр Львиное Сердце 50% [Ашан],362 кКал,0 г,23 г,29 г
Сыр Маасдам [Ашан],330 кКал,0 г,25 г,25 г
Сыр Маасдам 45% [Ашан],340 кКал,0 г,26 г,26 г
Сыр Мамадыш [Ашан],256 кКал,0 г,"31,5 г","14,4 г"
Сыр Милкана Гран 37% [Ашан],383 кКал,0 г,33 г,27 г
Сыр Монастырецкий [Ашан],251 кКал,0 г,"24,3 г","17,1 г"
Сыр Монт Блю с Голубой Плесенью [Ашан],343 кКал,"3,9 г",19 г,28 г
Сыр Моцарелла 40% [Ашан],336 кКал,0 г,"20,1 г","17,6 г"
Сыр Моцарелла Мини [Ашан],297 кКал,0 г,"23,5 г","22,5 г"
Сыр Моцарелла Пицца [Ашан],241 кКал,0 г,18 г,"18,8 г"
Сыр Моцарелла Тертый [Ашан],268 кКал,0 г,22 г,20 г
Сыр Моцарт [Ашан],353 кКал,0 г,24 г,"28,5 г"
Сыр Мраморный [Ашан],331 кКал,0 г,"27,3 г","24,7 г"
Сыр Мягкий [Ашан],246 кКал,0 г,"18,8 г",18 г
Сыр Мягкий Ванильный Рикотта [Ашан],198 кКал,19 г,9 г,"9,5 г"
Сыр Мягкий Рикотта [Ашан],127 кКал,"3,7 г","12,4 г","6,9 г"
Сыр Мягкий Рикотта с Шоколадом и Ореховой Пастой [Ашан],248 кКал,16 г,"6,5 г","17,6 г"
Сыр Овечий [Ашан],330 кКал,0 г,"26,3 г","25,2 г"
Сыр Ореховый [Ашан],308 кКал,0 г,"24,3 г","23,4 г"
Сыр Пармезан 36% [Ашан],367 кКал,"0,2 г",33 г,23 г
Сыр Пармезан Гойя [Ашан],380 кКал,"1,4 г",31 г,28 г
Сыр Пармезан Гойя 40% [Ашан],390 кКал,"2,8 г",24 г,33 г
Сыр Пармезан Делюкс [Ашан],340 кКал,0 г,22 г,28 г
Сыр Песто Зелёный [Ашан],370 кКал,0 г,"23,7 г","30,5 г"
Сыр Песто Красный [Ашан],377 кКал,0 г,"23,7 г","30,5 г"
Сыр Пикантный [Ашан],338 кКал,0 г,26 г,26 г
Сыр Плавленный Дружба [Ашан],184 кКал,9 г,"17,2 г","8,7 г"
Сыр Плавленный Сливочный [Ашан],239 кКал,"6,8 г",11 г,"18,5 г"
Сыр Плавленый с Ветчиной [Ашан],244 кКал,"6,8 г","11,3 г","18,8 г"
Сыр Плавленый с Грибами [Ашан],239 кКал,"6,8 г",11 г,"18,5 г"
Сыр Пошехонский [Ашан],308 кКал,0 г,23 г,24 г
Сыр Пошехонский 45% [Ашан],345 кКал,0 г,26 г,27 г
Сыр Рамзес [Ашан],345 кКал,"1,8 г",26 г,26 г
Сыр Реджанито 45% [Ашан],388 кКал,"1,3 г",30 г,29 г
Сыр Рижский 17% [Ашан],257 кКал,0 г,27 г,17 г
Сыр Рижский 30% [Ашан],257 кКал,0 г,25 г,17 г
Сыр Рижский Домашний с Зеленью [Ашан],368 кКал,0 г,22 г,31 г
Сыр Рижский Сливочный [Ашан],359 кКал,0 г,26 г,27 г
Сыр Рикотта [Ашан],147 кКал,4 г,8 г,11 г
Сыр Российский [Ашан],307 кКал,0 г,"24,2 г","23,4 г"
Сыр Российский 35% [Ашан],254 кКал,0 г,25 г,17 г
Сыр Российский 50% [Ашан],342 кКал,0 г,"22,5 г",28 г
Сыр Российский Классический 45% [Ашан],307 кКал,0 г,"24,2 г","23,4 г"
Сыр Салями с Лисичками [Ашан],344 кКал,0 г,"26,2 г","26,5 г"
Сыр Сауле 30% [Ашан],257 кКал,0 г,27 г,16 г
Сыр Сауле Лайт [Ашан],257 кКал,"0,3 г",20 г,16 г
Сыр Сауле Лайт 30% [Ашан],257 кКал,0 г,27 г,16 г
Сыр Синегор [Ашан],343 кКал,"3,9 г",19 г,28 г
Сыр Сливочный [Ашан],360 кКал,0 г,23 г,30 г
Сыр Сливочный 50% [Ашан],351 кКал,0 г,"24,8 г",28 г
Сыр Сметанковый [Ашан],308 кКал,0 г,"24,4 г","23,4 г"
Сыр Советский [Ашан],390 кКал,0 г,"24,7 г","31,2 г"
Сыр Сулугуни [Ашан],247 кКал,0 г,"19,5 г","18,8 г"
Сыр Творожный для Бутербродов [Ашан],250 кКал,3 г,"5,5 г",24 г
Сыр Творожный с Чесноком и Травами [Ашан],53 кКал,"0,7 г","1,1 г",5 г
Сыр Творожный с Чесноком и Травами [Ашан],260 кКал,"3,5 г","5,5 г",25 г
Сыр Творожный Сливочный [Ашан],198 кКал,3 г,6 г,18 г
Сыр Тильзитер [Ашан],338 кКал,0 г,"27,8 г","25,7 г"
Сыр Тильзитер 35% [Ашан],248 кКал,0 г,25 г,"16,5 г"
Сыр Тильзитер 45% [Ашан],304 кКал,0 г,"21,2 г","24,3 г"
Сыр Тильзитер Люкс [Ашан],308 кКал,0 г,"24,4 г","23,4 г"
Сыр Тильзитер Сливочный [Ашан],375 кКал,1 г,25 г,27 г
Сыр Топленое Молочко [Ашан],362 кКал,0 г,23 г,29 г
Сыр Тюффе [Ашан],390 кКал,0 г,28 г,30 г
Сыр Фета [Ашан],170 кКал,"7,5 г","9,1 г","11,7 г"
Сыр Формаджио 45% [Ашан],360 кКал,0 г,"28,3 г","27,1 г"
Сыр Фурм Де Амбер [Ашан],326 кКал,"0,4 г","19,4 г","27,5 г"
Сыр Холлендер Light 17% [Ашан],265 кКал,"0,1 г",28 г,17 г
Сыр Царицынский [Ашан],360 кКал,0 г,23 г,29 г
Сыр Чанах 45% [Ашан],285 кКал,0 г,"19,5 г",22 г
Сыр Чеддар [Ашан],379 кКал,0 г,25 г,31 г
Сыр Чеддер Mifroma [Ашан],387 кКал,"0,5 г",27 г,31 г
Сыр Чечил-Спагетти [Ашан],247 кКал,0 г,"19,5 г","18,8 г"
Сыр Чизано с Грибами 50% [Ашан],360 кКал,0 г,24 г,29 г
Сыр Швейцарский [Ашан],364 кКал,0 г,"25,5 г",27 г
Сыр Эдам [Ашан],340 кКал,0 г,27 г,26 г
Сыр Эдам Аристократ [Ашан],327 кКал,"0,2 г",23 г,26 г
Сырники [Ашан],204 кКал,"17,3 г","15,6 г",8 г
Сырники из Творога [Ашан],224 кКал,19 г,"15,2 г","9,7 г"
Сырники с Изюмом [Ашан],237 кКал,"25,5 г","13,7 г",9 г
Сырники с Творогом [Ашан],204 кКал,"17,3 г","15,6 г",8 г
Сырники Творожные [Ашан],158 кКал,19 г,"9,8 г","4,7 г"
Сырники Творожные Аромат Ванили [Ашан],180 кКал,14 г,14 г,8 г
Сырники Творожные Изюм [Ашан],190 кКал,16 г,14 г,"7,5 г"
Сырники Творожные Яблоко [Ашан],170 кКал,13 г,13 г,"7,5 г"
Сырные Шарики [Ашан],522 кКал,"51,1 г",12 г,"29,9 г"
Сырный Соус 4 Сыра [Ашан],108 кКал,"4,5 г",3 г,"8,6 г"
Сэндвич [Ашан],257 кКал,21 г,"14,7 г","11,8 г"
Сэндвич Ветчина и Сыр [Ашан],270 кКал,"27,1 г","8,1 г","14,4 г"
Сэндвич Курица [Ашан],306 кКал,"28,1 г","17,5 г","13,7 г"
Сэндвич Ростбиф [Ашан],270 кКал,"30,9 г","11,8 г",11 г
Сэндвич с Ветчиной [Ашан],417 кКал,"48,6 г","14,1 г","18,4 г"
Сэндвич с Курицей [Ашан],438 кКал,49 г,"22,5 г","16,9 г"
Сэндвич с Масляной Рыбой [Ашан],218 кКал,"29,4 г",9 г,"7,1 г"
Сэндвич с Тунцом [Ашан],317 кКал,"34,3 г","11,8 г","14,7 г"
Сэндвич Сырный с Курицей [Ашан],455 кКал,49 г,24 г,18 г
Сэндвич Сырный с Салями [Ашан],482 кКал,"48,6 г","16,5 г","24,7 г"
Тазобедренная Часть Говяжья [Ашан],123 кКал,0 г,19 г,5 г
"Тазобедренная Часть Говяжья Бескостная ""Фермерская"" [Ашан]",170 кКал,0 г,16 г,12 г
Тазобедренная Часть Свиная Бескостная Фермерская [Ашан],230 кКал,0 г,12 г,20 г
Тазобедренная Часть Телятины [Ашан],103 кКал,0 г,19 г,3 г
Таралли с Перцем Чили [Ашан],442 кКал,"72,6 г","9,6 г","12,1 г"
Тарт с Ягодами [Ашан],170 кКал,16 г,9 г,3 г
Тарталетки с Клубникой [Ашан],441 кКал,71 г,"4,7 г",15 г
Тарталетки с Шоколадно-Ореховой Начинкой [Ашан],504 кКал,62 г,"6,2 г",25 г
Тарталетки со Вкусом Лимона [Ашан],437 кКал,72 г,"4,9 г",14 г
Твист с Творожно-Лимонной Начинкой [Ашан],360 кКал,30 г,"6,3 г","23,9 г"
Твист-Ролл [Ашан],241 кКал,26 г,"5,6 г","12,7 г"
Твист-Ролл с Курицей [Ашан],212 кКал,"21,2 г","8,5 г","10,2 г"
Твист-Ролл с Рыбой [Ашан],227 кКал,22 г,"5,9 г","12,8 г"
Творог [Ашан],74 кКал,"3,3 г",14 г,"0,5 г"
"Творог 0,2% [Ашан]",69 кКал,"1,8 г",15 г,"0,2 г"
Творог 0% [Ашан],46 кКал,"3,4 г",8 г,0 г
"Творог 1,8% из Вологды [Ашан]",85 кКал,"3,3 г",18 г,"1,8 г"
Творог 2% [Ашан],103 кКал,"3,3 г",18 г,2 г
"Творог 3,2% [Ашан]",72 кКал,"3,2 г","7,6 г","3,2 г"
Творог 5% [Ашан],105 кКал,3 г,12 г,5 г
"Творог 7,8% [Ашан]",110 кКал,"2,9 г",7 г,"7,8 г"
